video_id,scene_start,Scene_end,image,ground_truth,ocr,cer,wer,accuracy,order_agnostic_accuray,processing_time
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,0,1.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-0.0-1.0-0.5/img-5d1e4cff-122e-4a18-b9e3-0e3a985b0a6f.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.9364385604858391
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,1,2.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-1.0-2.0-1.5/img-d67343b8-ffd0-4ded-9cb5-8bd398b0ef5c.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.89229416847229
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,2,3.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-2.0-3.0-2.5/img-b438e8fc-e8cb-4eb0-a3d3-7f97c295e68f.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.9794876575469971
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,3,4.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-3.0-4.0-3.5/img-6f09a960-1078-4fb6-8b50-3edc6391aa56.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.900514602661132
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,4,5.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-4.0-5.0-4.5/img-4913d7dc-60e5-4c8e-91a7-d382f5f37755.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.8874957561492921
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,5,6.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-5.0-6.0-5.5/img-4da79b46-8ca2-49ff-926e-8a185f2f56fb.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.8806049823760981
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,6,7.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-6.0-7.0-6.5/img-ef714e74-c935-4d22-b159-1acf18a1c210.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.8054094314575191
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,7,8.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-7.0-8.0-7.5/img-6d2a65b0-5f06-46a0-aa03-f58ff6bce2fd.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor * Based in part on article by Julie Novkov at University at Albany, SUNY",0.005376344086021,0.060606060606060004,99.46236559139786,100.0,0.833656311035156
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,8,9.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-8.0-9.0-8.5/img-5f760ae1-0b0b-4a45-b375-b1ab9f5cf58f.png'],"HOW TO READ A CASE* And Understand What it Means ""What is reading but silent conversation?"" - Walter Savage Landor *Based in part on article by Julie Novkov at University at Albany, SUNY","1. WHAT IS THE BACKGROUND? - Citation ■ Where? ○ Is it a federal or state case? If it's a federal case, in what circuit was it decided? ○ Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",2.860215053763441,3.393939393939394,-186.0215053763441,94.6236559139785,1.5921528339385982
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,9,10.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-9.0-10.0-9.5/img-eb203012-5a73-47f5-9c4f-dd0b7ee6688d.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? o Is it a federal or state case? If it's a federal case, in what circuit was it decided? o Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.572634220123291
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,10,11.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-10.0-11.0-10.5/img-5acc1e65-c5c2-4c8a-beea-f9697846f31f.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.475161075592041
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,11,12.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-11.0-12.0-11.5/img-4c60b764-39eb-4e7c-aac3-e8e2f2497518.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.513171672821045
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,12,13.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-12.0-13.0-12.5/img-d988a28b-d5c3-45bb-8725-cf780d05891f.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.61359167098999
